Provider_Business_Practice_Location_Address_State_Name,CLASSIFICATION,Provider_Gender_Code,COUNT_
LONDON,Optometrist,M,1
UT,Optometrist,M,238
AR,Optometrist,M,248
MI,Optometrist,M,651
WV,Optometrist,M,127
OH,Optometrist,M,902
WA,Optometrist,M,602
ME,Optometrist,M,128
DC,Optometrist,M,21
KY,Optometrist,M,328
TX,Optometrist,M,1520
CT,Optometrist,M,223
OK,Optometrist,M,416
SD,Optometrist,M,100
NC,Optometrist,M,616
LA,Optometrist,M,180
VT,Optometrist,M,60
MO,Optometrist,M,452
NJ,Optometrist,M,457
IL,Optometrist,M,842
MD,Optometrist,M,265
MT,Optometrist,M,104
NM,Optometrist,M,139
RI,Optometrist,M,84
ID,Optometrist,M,200
NH,Optometrist,M,88
PR,Optometrist,M,104
PA,Optometrist,M,956
NY,Optometrist,M,980
VI,Optometrist,M,4
GU,Optometrist,M,4
PUERTO RICO,Optometrist,M,2
ONTARIO,Optometrist,M,2
AK,Optometrist,M,75
TN,Optometrist,M,510
OR,Optometrist,M,277
KS,Optometrist,M,350
MS,Optometrist,M,175
NE,Optometrist,M,169
AL,Optometrist,M,318
VA,Optometrist,M,485
NV,Optometrist,M,197
IA,Optometrist,M,293
CHIH,Optometrist,M,1
IN,Optometrist,M,587
DE,Optometrist,M,52
MN,Optometrist,M,389
AZ,Optometrist,M,429
AP,Optometrist,M,16
AA,Optometrist,M,5
NEW YORK,Optometrist,M,1
WI,Optometrist,M,407
HI,Optometrist,M,96
CO,Optometrist,M,447
CA,Optometrist,M,2257
ND,Optometrist,M,96
WY,Optometrist,M,72
MA,Optometrist,M,411
AE,Optometrist,M,22
SC,Optometrist,M,301
GA,Optometrist,M,495
NJ,Chiropractor,M,1150
BAJA,Chiropractor,M,1
FL,Chiropractor,M,2892
MS,Chiropractor,M,135
MI,Chiropractor,M,1320
ND,Chiropractor,M,178
PR,Chiropractor,M,101
AL,Chiropractor,M,335
VA,Chiropractor,M,675
OK,Chiropractor,M,417
PA,Chiropractor,M,1613
KY,Chiropractor,M,519
SC,Chiropractor,M,611
DE,Chiropractor,M,105
VT,Chiropractor,M,78
GRAND CAYMAN,Chiropractor,M,1
WA,Chiropractor,M,1277
CT,Chiropractor,M,357
AK,Chiropractor,M,143
NH,Chiropractor,M,141
MT,Chiropractor,M,183
TN,Chiropractor,M,602
IA,Chiropractor,M,774
WV,Chiropractor,M,122
AP,Chiropractor,M,1
NC,Chiropractor,M,842
NM,Chiropractor,M,171
MN,Chiropractor,M,1196
ONTARIO,Chiropractor,M,2
SD,Chiropractor,M,229
MD,Chiropractor,M,376
NE,Chiropractor,M,370
DC,Chiropractor,M,26
GU,Chiropractor,M,8
OH,Chiropractor,M,1310
MO,Chiropractor,M,903
IN,Chiropractor,M,624
NV,Chiropractor,M,311
CA,Chiropractor,M,4589
ID,Chiropractor,M,327
LA,Chiropractor,M,340
NY,Chiropractor,M,1848
VI,Chiropractor,M,8
UT,Chiropractor,M,478
WI,Chiropractor,M,907
OR,Chiropractor,M,755
IL,Chiropractor,M,1876
MP,Chiropractor,M,2
TX,Chiropractor,M,2808
MARYLAND,Chiropractor,M,1
AZ,Chiropractor,M,901
WY,Chiropractor,M,73
GA,Chiropractor,M,1098
AR,Chiropractor,M,270
CO,Chiropractor,M,996
MA,Chiropractor,M,523
HI,Chiropractor,M,127
ME,Chiropractor,M,176
KS,Chiropractor,M,604
RI,Chiropractor,M,75
BRITISH COLUMBIA,Chiropractor,M,1
TN,Ophthalmology,M,195
ISRAEL,Ophthalmology,M,1
MN,Ophthalmology,M,209
AA,Ophthalmology,M,1
MD,Ophthalmology,M,292
MT,Ophthalmology,M,53
P.R.,Ophthalmology,M,1
DE,Ophthalmology,M,38
SC,Ophthalmology,M,168
OK,Ophthalmology,M,109
ON,Ophthalmology,M,1
CHWARBAKH,Ophthalmology,M,1
CA,Ophthalmology,M,1435
KS,Ophthalmology,M,86
MO,Ophthalmology,M,237
NH,Ophthalmology,M,49
LA,Ophthalmology,M,180
IN,Ophthalmology,M,204
RI,Ophthalmology,M,54
BANGKOK,Ophthalmology,M,1
NE,Ophthalmology,M,55
AE,Ophthalmology,M,3
UT,Ophthalmology,M,114
OR,Ophthalmology,M,157
SINGAPORE,Ophthalmology,M,1
BEIRUT,Ophthalmology,M,1
IL,Ophthalmology,M,414
ABU DHABI,Ophthalmology,M,1
VI,Ophthalmology,M,3
MI,Ophthalmology,M,425
WA,Ophthalmology,M,268
ME,Ophthalmology,M,48
GU,Ophthalmology,M,6
VT,Ophthalmology,M,25
OH,Ophthalmology,M,422
MS,Ophthalmology,M,91
CT,Ophthalmology,M,179
KY,Ophthalmology,M,149
NY,Ophthalmology,M,958
AK,Ophthalmology,M,19
WY,Ophthalmology,M,7
GA,Ophthalmology,M,318
AR,Ophthalmology,M,86
AZ,Ophthalmology,M,186
NV,Ophthalmology,M,91
AL,Ophthalmology,M,161
DC,Ophthalmology,M,44
PA,Ophthalmology,M,582
NC,Ophthalmology,M,338
NJ,Ophthalmology,M,328
WI,Ophthalmology,M,253
MA,Ophthalmology,M,371
QLD,Ophthalmology,M,1
NM,Ophthalmology,M,77
IA,Ophthalmology,M,119
CO,Ophthalmology,M,192
ID,Ophthalmology,M,45
SD,Ophthalmology,M,37
NP,Ophthalmology,M,1
TX,Ophthalmology,M,817
WV,Ophthalmology,M,76
PR,Ophthalmology,M,102
HI,Ophthalmology,M,63
ND,Ophthalmology,M,23
FL,Ophthalmology,M,972
VA,Ophthalmology,M,294
AS,Ophthalmology,M,2
VT,Pain Medicine,M,3
MS,Pain Medicine,M,19
GA,Pain Medicine,M,119
AZ,Pain Medicine,M,57
WA,Pain Medicine,M,34
MD,Pain Medicine,M,47
MI,Pain Medicine,M,74
WI,Pain Medicine,M,40
ID,Pain Medicine,M,7
UT,Pain Medicine,M,18
CO,Pain Medicine,M,25
MO,Pain Medicine,M,35
NV,Pain Medicine,M,18
AR,Pain Medicine,M,18
AL,Pain Medicine,M,25
DC,Pain Medicine,M,1
CA,Pain Medicine,M,181
AE,Pain Medicine,M,1
MT,Pain Medicine,M,7
MA,Pain Medicine,M,22
MN,Pain Medicine,M,33
SD,Pain Medicine,M,1
VA,Pain Medicine,M,54
NH,Pain Medicine,M,4
NJ,Pain Medicine,M,70
TN,Pain Medicine,M,35
PA,Pain Medicine,M,59
DE,Pain Medicine,M,4
IL,Pain Medicine,M,61
IN,Pain Medicine,M,55
HI,Pain Medicine,M,3
FL,Pain Medicine,M,259
NC,Pain Medicine,M,45
ME,Pain Medicine,M,7
OH,Pain Medicine,M,86
PR,Pain Medicine,M,6
NM,Pain Medicine,M,6
SC,Pain Medicine,M,38
WV,Pain Medicine,M,8
NY,Pain Medicine,M,101
LA,Pain Medicine,M,43
OR,Pain Medicine,M,16
IA,Pain Medicine,M,10
OK,Pain Medicine,M,34
AK,Pain Medicine,M,7
CT,Pain Medicine,M,17
TX,Pain Medicine,M,215
NE,Pain Medicine,M,6
KS,Pain Medicine,M,7
KY,Pain Medicine,M,54
RI,Pain Medicine,M,3
ND,Pain Medicine,M,9
WELLINGTON,Anesthesiology,M,1
GUANGDONG,Anesthesiology,M,1
MN,Anesthesiology,M,359
RHEINLAND-PFALZ,Anesthesiology,M,1
WV,Anesthesiology,M,104
CA,Anesthesiology,M,3307
BAVARIA,Anesthesiology,M,1
IN,Anesthesiology,M,808
LA,Anesthesiology,M,323
ME,Anesthesiology,M,154
TOKYO,Anesthesiology,M,2
NH,Anesthesiology,M,154
NY,Anesthesiology,M,2061
GA,Anesthesiology,M,623
SD,Anesthesiology,M,70
MP,Anesthesiology,M,1
MD,Anesthesiology,M,523
TN,Anesthesiology,M,617
GU,Anesthesiology,M,3
VT,Anesthesiology,M,45
PA,Anesthesiology,M,1216
OK,Anesthesiology,M,334
CENTRAL,Anesthesiology,M,1
RI,Anesthesiology,M,71
DUBLIN,Anesthesiology,M,1
CT,Anesthesiology,M,310
ALBERTA,Anesthesiology,M,1
NM,Anesthesiology,M,138
BRITISH COLUMBIA,Anesthesiology,M,1
VI,Anesthesiology,M,5
WI,Anesthesiology,M,625
NV,Anesthesiology,M,346
OR,Anesthesiology,M,454
ID,Anesthesiology,M,54
KS,Anesthesiology,M,262
ITALY,Anesthesiology,M,1
CO,Anesthesiology,M,652
PR,Anesthesiology,M,79
MI,Anesthesiology,M,801
MS,Anesthesiology,M,183
ND,Anesthesiology,M,61
AP,Anesthesiology,M,10
NE,Anesthesiology,M,203
AZ,Anesthesiology,M,749
KY,Anesthesiology,M,396
VA,Anesthesiology,M,570
WA,Anesthesiology,M,743
NJ,Anesthesiology,M,790
FL,Anesthesiology,M,1624
HI,Anesthesiology,M,96
MT,Anesthesiology,M,108
MA,Anesthesiology,M,788
DC,Anesthesiology,M,85
NC,Anesthesiology,M,710
AR,Anesthesiology,M,208
DE,Anesthesiology,M,85
TX,Anesthesiology,M,2546
IA,Anesthesiology,M,225
WY,Anesthesiology,M,43
AE,Anesthesiology,M,8
AA,Anesthesiology,M,3
MO,Anesthesiology,M,641
IL,Anesthesiology,M,954
OH,Anesthesiology,M,1131
ON,Anesthesiology,M,1
AL,Anesthesiology,M,275
SC,Anesthesiology,M,383
UT,Anesthesiology,M,312
AS,Anesthesiology,M,2
DEMERARA,Anesthesiology,M,1
AK,Anesthesiology,M,49
FL,Legal Medicine,M,2
VA,Legal Medicine,M,1
IL,Legal Medicine,M,1
NY,Legal Medicine,M,3
CT,Legal Medicine,M,1
UT,Legal Medicine,M,1
IN,Legal Medicine,M,1
NM,Legal Medicine,M,1
MN,Legal Medicine,M,1
OH,Legal Medicine,M,3
CA,Legal Medicine,M,3
LA,Legal Medicine,M,1
TN,Legal Medicine,M,3
SC,Legal Medicine,M,1
DC,Legal Medicine,M,1
TX,Legal Medicine,M,2
NC,Legal Medicine,M,1
NJ,Legal Medicine,M,1
PA,Legal Medicine,M,1
MA,Legal Medicine,M,2
GA,Otolaryngology,M,242
RI,Otolaryngology,M,17
NM,Otolaryngology,M,39
IA,Otolaryngology,M,95
GRAND CAYMAN,Otolaryngology,M,1
CA,Otolaryngology,M,812
VI,Otolaryngology,M,2
KPH,Otolaryngology,M,1
UT,Otolaryngology,M,82
NV,Otolaryngology,M,43
AL,Otolaryngology,M,113
TX,Otolaryngology,M,622
WV,Otolaryngology,M,43
AE,Otolaryngology,M,1
DC,Otolaryngology,M,31
CT,Otolaryngology,M,94
MT,Otolaryngology,M,29
ONTARIO,Otolaryngology,M,1
MA,Otolaryngology,M,228
ATTIKI,Otolaryngology,M,1
HI,Otolaryngology,M,27
KS,Otolaryngology,M,50
WA,Otolaryngology,M,202
ISRAEL,Otolaryngology,M,1
AR,Otolaryngology,M,72
MD,Otolaryngology,M,152
AS,Otolaryngology,M,2
DE,Otolaryngology,M,21
AP,Otolaryngology,M,1
SD,Otolaryngology,M,30
KY,Otolaryngology,M,134
IL,Otolaryngology,M,267
OR,Otolaryngology,M,116
GU,Otolaryngology,M,2
ND,Otolaryngology,M,21
ME,Otolaryngology,M,30
MO,Otolaryngology,M,219
PR,Otolaryngology,M,42
VT,Otolaryngology,M,9
AZ,Otolaryngology,M,133
FL,Otolaryngology,M,510
CO,Otolaryngology,M,145
PA,Otolaryngology,M,356
MN,Otolaryngology,M,146
OK,Otolaryngology,M,91
SC,Otolaryngology,M,131
IN,Otolaryngology,M,168
MI,Otolaryngology,M,271
VA,Otolaryngology,M,183
AK,Otolaryngology,M,16
ID,Otolaryngology,M,31
NE,Otolaryngology,M,67
WI,Otolaryngology,M,173
NH,Otolaryngology,M,30
OH,Otolaryngology,M,342
NY,Otolaryngology,M,526
MS,Otolaryngology,M,71
NC,Otolaryngology,M,248
TN,Otolaryngology,M,163
LA,Otolaryngology,M,150
WY,Otolaryngology,M,16
NJ,Otolaryngology,M,174
ME,Family Medicine,M,470
PR,Family Medicine,M,261
AA,Family Medicine,M,2
HI,Family Medicine,M,199
SCOTLAND,Family Medicine,M,1
TOKYO,Family Medicine,M,2
FUKUOKA,Family Medicine,M,1
KS,Family Medicine,M,857
XINJIANG,Family Medicine,M,1
IA,Family Medicine,M,1043
EASTERN PROVINCE,Family Medicine,M,1
MO,Family Medicine,M,1367
NC,Family Medicine,M,1995
SAR,Family Medicine,M,1
WI,Family Medicine,M,1480
NM,Family Medicine,M,532
ND,Family Medicine,M,242
VA,Family Medicine,M,1696
PA,Family Medicine,M,3282
MP,Family Medicine,M,6
TN,Family Medicine,M,1248
OK,Family Medicine,M,1165
SIEM REAP,Family Medicine,M,1
WV,Family Medicine,M,527
CAIRO,Family Medicine,M,1
MICHIGAN,Family Medicine,M,1
HOKKAIDO,Family Medicine,M,1
ON,Family Medicine,M,3
GB,Family Medicine,M,1
AL,Family Medicine,M,866
VI,Family Medicine,M,3
GREATER BEIRUT,Family Medicine,M,1
GA,Family Medicine,M,1590
HEINSBERG,Family Medicine,M,1
OH,Family Medicine,M,2528
NJ,Family Medicine,M,999
RJ,Family Medicine,M,1
NH,Family Medicine,M,314
NV,Family Medicine,M,509
ITALY,Family Medicine,M,1
ID,Family Medicine,M,564
BAJA CALIFORNIA,Family Medicine,M,1
MIE,Family Medicine,M,1
NEW JERSEY,Family Medicine,M,1
UT,Family Medicine,M,736
TAIWAN,Family Medicine,M,1
IN,Family Medicine,M,1842
DC,Family Medicine,M,90
JIWAKA,Family Medicine,M,1
PANAMA,Family Medicine,M,1
NOVA SCOTIA,Family Medicine,M,1
AS,Family Medicine,M,1
ANCONA,Family Medicine,M,1
BANGKOK,Family Medicine,M,1
LA,Family Medicine,M,828
AE,Family Medicine,M,56
DE,Family Medicine,M,172
BRITISH COLUMBIA,Family Medicine,M,2
DELHI,Family Medicine,M,1
SC,Family Medicine,M,1274
JALISCO,Family Medicine,M,1
GU,Family Medicine,M,11
OR,Family Medicine,M,983
AP,Family Medicine,M,46
ONTARIO,Family Medicine,M,9
NY,Family Medicine,M,2299
BUENOS AIRES,Family Medicine,M,1
WA,Family Medicine,M,1924
ALBANIA,Family Medicine,M,1
EHP,Family Medicine,M,1
MA,Family Medicine,M,720
MD,Family Medicine,M,592
CT,Family Medicine,M,302
BC,Family Medicine,M,2
CA,Family Medicine,M,5895
AR,Family Medicine,M,910
FSM,Family Medicine,M,1
WY,Family Medicine,M,171
IFANADIANA,Family Medicine,M,1
SD,Family Medicine,M,259
PHNOM PENH,Family Medicine,M,1
LUWAN,Family Medicine,M,1
"APO, AP",Family Medicine,M,1
RAMSTEIN,Family Medicine,M,1
TAICHUNG,Family Medicine,M,1
NORTH LEBANON,Family Medicine,M,1
PUERTO RICO,Family Medicine,M,2
AZ,Family Medicine,M,1247
RI,Family Medicine,M,137
MI,Family Medicine,M,2474
TX,Family Medicine,M,4806
CO,Family Medicine,M,1440
FL,Family Medicine,M,4100
ALABAMA,Family Medicine,M,1
MS,Family Medicine,M,566
GREAT BRITAIN,Family Medicine,M,1
HONG KONG,Family Medicine,M,1
VRANCEA,Family Medicine,M,1
VT,Family Medicine,M,154
COMMUNE OF GOMA,Family Medicine,M,1
CHIANG MAI,Family Medicine,M,1
MT,Family Medicine,M,276
MN,Family Medicine,M,1532
KY,Family Medicine,M,1004
NE,Family Medicine,M,583
PE,Family Medicine,M,1
IL,Family Medicine,M,2328
AK,Family Medicine,M,229
BAYERN,Family Medicine,M,1
CA,Oral Medicinist,M,2
MA,Oral Medicinist,M,1
GA,Oral Medicinist,M,1
AR,Plastic Surgery,M,16
AL,Plastic Surgery,M,29
MD,Plastic Surgery,M,73
ME,Plastic Surgery,M,6
WV,Plastic Surgery,M,13
PR,Plastic Surgery,M,6
IL,Plastic Surgery,M,101
ND,Plastic Surgery,M,8
FL,Plastic Surgery,M,255
DE,Plastic Surgery,M,8
OH,Plastic Surgery,M,128
MI,Plastic Surgery,M,88
IA,Plastic Surgery,M,19
NE,Plastic Surgery,M,13
DC,Plastic Surgery,M,6
WY,Plastic Surgery,M,1
PA,Plastic Surgery,M,142
MO,Plastic Surgery,M,70
VI,Plastic Surgery,M,1
WI,Plastic Surgery,M,51
AK,Plastic Surgery,M,1
VT,Plastic Surgery,M,1
MT,Plastic Surgery,M,1
NV,Plastic Surgery,M,21
VA,Plastic Surgery,M,73
CT,Plastic Surgery,M,29
NM,Plastic Surgery,M,13
ISRAEL,Plastic Surgery,M,1
KY,Plastic Surgery,M,51
ALBERTA,Plastic Surgery,M,2
MA,Plastic Surgery,M,75
NY,Plastic Surgery,M,238
NH,Plastic Surgery,M,13
ONTARIO,Plastic Surgery,M,1
ID,Plastic Surgery,M,10
TX,Plastic Surgery,M,229
CO,Plastic Surgery,M,47
SANTA CATARINA,Plastic Surgery,M,1
MN,Plastic Surgery,M,62
NJ,Plastic Surgery,M,108
WA,Plastic Surgery,M,43
OR,Plastic Surgery,M,29
MS,Plastic Surgery,M,22
OK,Plastic Surgery,M,20
SD,Plastic Surgery,M,5
UT,Plastic Surgery,M,31
TN,Plastic Surgery,M,58
KS,Plastic Surgery,M,21
AZ,Plastic Surgery,M,56
IN,Plastic Surgery,M,43
HI,Plastic Surgery,M,10
NC,Plastic Surgery,M,72
RI,Plastic Surgery,M,17
LA,Plastic Surgery,M,28
QUEBEC,Plastic Surgery,M,1
CA,Plastic Surgery,M,424
GA,Plastic Surgery,M,91
SC,Plastic Surgery,M,25
MN,Dental Assistant,M,1
AL,Dental Assistant,M,1
TX,Dental Assistant,M,12
NY,Dental Assistant,M,6
WA,Dental Assistant,M,8
FL,Dental Assistant,M,1
CO,Dental Assistant,M,7
LA,Dental Assistant,M,2
GA,Dental Assistant,M,8
AK,Dental Assistant,M,4
AE,Dental Assistant,M,1
PR,Dental Assistant,M,2
CA,Dental Assistant,M,131
IL,Dental Assistant,M,1
OR,Dental Assistant,M,2
ME,Dental Assistant,M,1
AZ,Dental Assistant,M,1
VA,Dental Assistant,M,2
HI,Dental Assistant,M,3
NM,Dental Assistant,M,1
OK,Dental Assistant,M,2
KS,Dental Assistant,M,2
MD,Dental Assistant,M,2
MO,Dental Assistant,M,3
KY,Dental Assistant,M,12
MO,Dental Hygienist,M,8
NC,Dental Hygienist,M,3
LA,Dental Hygienist,M,2
CT,Dental Hygienist,M,6
ME,Dental Hygienist,M,5
NE,Dental Hygienist,M,2
WA,Dental Hygienist,M,28
DC,Dental Hygienist,M,2
NM,Dental Hygienist,M,12
AZ,Dental Hygienist,M,8
VA,Dental Hygienist,M,10
FL,Dental Hygienist,M,15
ND,Dental Hygienist,M,1
CO,Dental Hygienist,M,17
WI,Dental Hygienist,M,9
OR,Dental Hygienist,M,32
OK,Dental Hygienist,M,1
GA,Dental Hygienist,M,13
NJ,Dental Hygienist,M,2
TX,Dental Hygienist,M,19
NY,Dental Hygienist,M,18
IL,Dental Hygienist,M,3
MT,Dental Hygienist,M,1
AK,Dental Hygienist,M,3
SD,Dental Hygienist,M,2
UT,Dental Hygienist,M,1
MI,Dental Hygienist,M,22
AE,Dental Hygienist,M,4
OH,Dental Hygienist,M,1
HI,Dental Hygienist,M,4
PA,Dental Hygienist,M,3
AP,Dental Hygienist,M,2
CA,Dental Hygienist,M,79
KS,Dental Hygienist,M,4
MN,Dental Hygienist,M,3
ID,Dental Hygienist,M,3
MD,Dental Hygienist,M,1
NV,Dental Hygienist,M,1
TN,Dental Hygienist,M,2
MA,Dental Hygienist,M,8
AK,Dental Therapist,M,2
CA,Dental Therapist,M,1
OR,Dental Therapist,M,1
MN,Dental Therapist,M,9
CT,General Practice,M,39
AZ,General Practice,M,106
TX,General Practice,M,652
WI,General Practice,M,62
NE,General Practice,M,18
MT,General Practice,M,14
AE,General Practice,M,24
PA,General Practice,M,199
VA,General Practice,M,137
MP,General Practice,M,3
KY,General Practice,M,65
ME,General Practice,M,10
ND,General Practice,M,8
AA,General Practice,M,8
MI,General Practice,M,202
NV,General Practice,M,47
ID,General Practice,M,20
AP,General Practice,M,11
ONTARIO,General Practice,M,3
LA,General Practice,M,80
AL,General Practice,M,83
VI,General Practice,M,1
NJ,General Practice,M,119
PONCE,General Practice,M,1
SD,General Practice,M,11
HI,General Practice,M,108
VOJVODINA,General Practice,M,1
DC,General Practice,M,25
TN,General Practice,M,107
UT,General Practice,M,28
JEONNAM,General Practice,M,1
NY,General Practice,M,356
P.Q. (QUEBEC),General Practice,M,1
BAJA CALIFORNIA,General Practice,M,3
DE,General Practice,M,29
GA,General Practice,M,166
GUAYNABO,General Practice,M,1
NH,General Practice,M,4
OR,General Practice,M,47
SC,General Practice,M,71
MN,General Practice,M,47
TAMAULIPAS,General Practice,M,1
WY,General Practice,M,6
WV,General Practice,M,41
AR,General Practice,M,68
FL,General Practice,M,877
PR,General Practice,M,1290
OH,General Practice,M,141
MANITOBA,General Practice,M,1
AK,General Practice,M,18
IL,General Practice,M,137
CA,General Practice,M,923
AS,General Practice,M,2
NC,General Practice,M,104
CO,General Practice,M,72
BC,General Practice,M,1
IA,General Practice,M,17
GU,General Practice,M,2
MD,General Practice,M,105
PUERTO RICO,General Practice,M,11
VT,General Practice,M,8
IN,General Practice,M,83
MA,General Practice,M,41
MO,General Practice,M,120
OK,General Practice,M,80
RI,General Practice,M,12
KS,General Practice,M,38
NM,General Practice,M,62
MS,General Practice,M,42
WA,General Practice,M,196
MO,Medical Genetics,M,10
NY,Medical Genetics,M,18
NC,Medical Genetics,M,2
MS,Medical Genetics,M,5
VA,Medical Genetics,M,5
WA,Medical Genetics,M,11
IA,Medical Genetics,M,3
IN,Medical Genetics,M,6
OR,Medical Genetics,M,3
AZ,Medical Genetics,M,3
CA,Medical Genetics,M,53
MT,Medical Genetics,M,2
TX,Medical Genetics,M,13
TN,Medical Genetics,M,10
MI,Medical Genetics,M,16
ONTARIO,Medical Genetics,M,1
KS,Medical Genetics,M,1
WI,Medical Genetics,M,6
OH,Medical Genetics,M,18
AR,Medical Genetics,M,5
AL,Medical Genetics,M,6
MD,Medical Genetics,M,18
CT,Medical Genetics,M,8
IL,Medical Genetics,M,8
OK,Medical Genetics,M,3
WV,Medical Genetics,M,1
NE,Medical Genetics,M,3
KY,Medical Genetics,M,6
DC,Medical Genetics,M,4
SD,Medical Genetics,M,1
GA,Medical Genetics,M,4
DE,Medical Genetics,M,4
SC,Medical Genetics,M,6
UT,Medical Genetics,M,10
ID,Medical Genetics,M,1
WY,Medical Genetics,M,1
NH,Medical Genetics,M,2
NJ,Medical Genetics,M,4
MN,Medical Genetics,M,9
CO,Medical Genetics,M,8
LA,Medical Genetics,M,6
PA,Medical Genetics,M,14
MA,Medical Genetics,M,18
NM,Medical Genetics,M,2
FL,Medical Genetics,M,17
TX,Nuclear Medicine,M,33
KY,Nuclear Medicine,M,3
CA,Nuclear Medicine,M,88
MA,Nuclear Medicine,M,15
NY,Nuclear Medicine,M,59
UT,Nuclear Medicine,M,3
WI,Nuclear Medicine,M,8
IN,Nuclear Medicine,M,3
PR,Nuclear Medicine,M,19
CT,Nuclear Medicine,M,10
MO,Nuclear Medicine,M,16
LA,Nuclear Medicine,M,9
SK,Nuclear Medicine,M,1
MD,Nuclear Medicine,M,18
NV,Nuclear Medicine,M,1
WA,Nuclear Medicine,M,11
OK,Nuclear Medicine,M,2
AR,Nuclear Medicine,M,1
GA,Nuclear Medicine,M,15
OH,Nuclear Medicine,M,15
MN,Nuclear Medicine,M,3
NJ,Nuclear Medicine,M,19
FL,Nuclear Medicine,M,19
PA,Nuclear Medicine,M,33
DE,Nuclear Medicine,M,2
OR,Nuclear Medicine,M,5
IL,Nuclear Medicine,M,10
CO,Nuclear Medicine,M,3
AE,Nuclear Medicine,M,1
VA,Nuclear Medicine,M,8
SD,Nuclear Medicine,M,3
TN,Nuclear Medicine,M,11
AZ,Nuclear Medicine,M,8
MS,Nuclear Medicine,M,2
AL,Nuclear Medicine,M,3
DC,Nuclear Medicine,M,5
SC,Nuclear Medicine,M,2
NC,Nuclear Medicine,M,5
HI,Nuclear Medicine,M,3
IA,Nuclear Medicine,M,3
HAWKES BAY,Nuclear Medicine,M,1
NM,Nuclear Medicine,M,1
MI,Nuclear Medicine,M,12
NY,Internal Medicine,M,10299
ABU DHABI,Internal Medicine,M,1
VI,Internal Medicine,M,10
SHEWA,Internal Medicine,M,1
ILLINLOS,Internal Medicine,M,1
CA,Internal Medicine,M,12609
NC,Internal Medicine,M,4062
MO,Internal Medicine,M,2936
ND,Internal Medicine,M,304
KS,Internal Medicine,M,939
RJ,Internal Medicine,M,1
BC,Internal Medicine,M,4
RIYADH,Internal Medicine,M,1
NE,Internal Medicine,M,769
MAKKAH,Internal Medicine,M,2
FORT BEND,Internal Medicine,M,1
PAKISTAN,Internal Medicine,M,1
PR,Internal Medicine,M,1004
NM,Internal Medicine,M,677
PUERTO RICO,Internal Medicine,M,7
TELNGANA,Internal Medicine,M,1
NOT EXISTENT,Internal Medicine,M,1
SA,Internal Medicine,M,1
JORDAN,Internal Medicine,M,1
NEW PROVIDENCE,Internal Medicine,M,1
CA / ONTARIO,Internal Medicine,M,1
UT,Internal Medicine,M,740
GU,Internal Medicine,M,30
VA,Internal Medicine,M,3096
NEW MEXICO,Internal Medicine,M,1
EASTERN PROVINCE,Internal Medicine,M,2
SINDH,Internal Medicine,M,1
ME,Internal Medicine,M,596
ID,Internal Medicine,M,389
REINLAND,Internal Medicine,M,1
MOSCOW OBLAST,Internal Medicine,M,1
KINGSTON,Internal Medicine,M,1
QC,Internal Medicine,M,2
ATHENS,Internal Medicine,M,1
FLORIDA,Internal Medicine,M,1
MD,Internal Medicine,M,3307
MN,Internal Medicine,M,2404
GRAND BAHAMA,Internal Medicine,M,1
PW,Internal Medicine,M,1
AS,Internal Medicine,M,10
ISRAEL,Internal Medicine,M,2
CO,Internal Medicine,M,2093
AP,Internal Medicine,M,11
MI,Internal Medicine,M,4979
MT,Internal Medicine,M,343
AZ,Internal Medicine,M,2710
NJ,Internal Medicine,M,4112
BASEL LAND,Internal Medicine,M,1
WY,Internal Medicine,M,115
MACCA,Internal Medicine,M,1
NH,Internal Medicine,M,617
MERU,Internal Medicine,M,1
SINGAPORE,Internal Medicine,M,2
CENTRAL PROVINCE,Internal Medicine,M,1
IL,Internal Medicine,M,6057
TX,Internal Medicine,M,9109
FL,Internal Medicine,M,9797
NV,Internal Medicine,M,1112
HARYANA,Internal Medicine,M,1
AE,Internal Medicine,M,16
AB,Internal Medicine,M,1
AR,Internal Medicine,M,850
BAYET VEGAN,Internal Medicine,M,1
MA,Internal Medicine,M,5682
THESSALONIKI,Internal Medicine,M,1
IA,Internal Medicine,M,957
OK,Internal Medicine,M,1266
TN,Internal Medicine,M,2857
9180,Internal Medicine,M,1
KY,Internal Medicine,M,1882
CALIFORNIA,Internal Medicine,M,1
ONTARIO,Internal Medicine,M,6
PICHINCHA,Internal Medicine,M,1
HI,Internal Medicine,M,413
QUEBEC,Internal Medicine,M,1
CEBU,Internal Medicine,M,1
DUBAI,Internal Medicine,M,1
ILLINOIS,Internal Medicine,M,1
VT,Internal Medicine,M,207
BAVARIA,Internal Medicine,M,1
ON,Internal Medicine,M,2
PA,Internal Medicine,M,7606
BANGKOK,Internal Medicine,M,1
EGE BOLGESI,Internal Medicine,M,1
SIND,Internal Medicine,M,1
LA,Internal Medicine,M,1795
SD,Internal Medicine,M,312
WA,Internal Medicine,M,2756
TOKYO,Internal Medicine,M,1
CENTRAL,Internal Medicine,M,2
DC,Internal Medicine,M,603
WESTERN REGION,Internal Medicine,M,1
GA,Internal Medicine,M,3453
PUNJAB,Internal Medicine,M,5
WV,Internal Medicine,M,723
UNITED ARAB EMIRATES,Internal Medicine,M,1
RI,Internal Medicine,M,843
0,Internal Medicine,M,1
ST. JAMES,Internal Medicine,M,1
SC,Internal Medicine,M,1969
AA,Internal Medicine,M,6
AK,Internal Medicine,M,170
